cpf,tipo_inscricao,numero_inscricao,data_admissao,data_encerramento,cbo_codigo,competencia,pendencias
67179576024,CAEPF,37573839597246,2019-05-08,,214630,2025-01,"[""inscricao_invalida""]"
34172232971,CEI,74338005452280,2011-06-06,,142305,2025-09,[]
83745508428,CAEPF,10771199180812,2012-08-25,,354805,2025-01,[]
47871255213,CEI,60375482145653,2013-05-26,,142105,2025-03,"[""competencia_ausente""]"
66785072081,CNPJ,55626060290846,2019-01-07,,214505,2025-07,"[""data_inconsistente"", ""cbo_invalido"", ""inscricao_invalida""]"
04892673899,CAEPF,75634108562884,2014-10-17,2018-03-17,354120,2025-06,"[""dados_incompletos"", ""ausencia_vinculo"", ""inscricao_invalida""]"
89434681054,CAEPF,85101749075399,2021-12-17,,252210,2024-12,"[""data_inconsistente"", ""inscricao_invalida"", ""dados_incompletos""]"
68315893571,CNPJ,66110627371586,2023-03-12,,241205,2025-02,"[""competencia_ausente"", ""data_inconsistente"", ""inscricao_invalida""]"
76228277288,CNPJ,37702851961159,2016-06-30,2017-09-30,142305,2025-01,"[""cbo_invalido"", ""data_inconsistente""]"
70229604432,CAEPF,70185106794975,2018-06-18,,214505,2025-09,[]
28777251996,CEI,36580741209481,2022-07-19,2026-04-19,142105,2025-08,"[""inscricao_invalida"", ""dados_incompletos"", ""competencia_ausente""]"
80182043397,CNPJ,89569070562608,2017-02-12,,142305,2024-04,"[""dados_incompletos"", ""cbo_invalido"", ""data_inconsistente""]"
24124620952,CNPJ,04615265461033,2023-05-23,,422105,2025-06,"[""ausencia_vinculo"", ""cbo_invalido""]"
05786170630,CEI,89138249671832,2018-05-17,,252505,2024-09,"[""inscricao_invalida"", ""competencia_ausente""]"
00794200749,CEI,65398402891416,2012-10-04,,214505,2025-07,"[""dados_incompletos"", ""inscricao_invalida""]"
85547435537,CAEPF,50209700268768,2011-10-27,,214630,2024-03,"[""competencia_ausente"", ""ausencia_vinculo"", ""cbo_invalido""]"
69562017537,CNPJ,30453194337504,2021-01-20,,214505,2025-09,[]
36149872839,CAEPF,99219212493843,2010-07-09,,214505,2025-06,"[""inscricao_invalida"", ""competencia_ausente"", ""ausencia_vinculo""]"
60566418775,CAEPF,03046875063519,2010-07-27,,252210,2025-03,"[""dados_incompletos""]"
25411076095,CEI,31735058319971,2020-01-06,,142305,2024-03,"[""cbo_invalido"", ""ausencia_vinculo""]"
20704961108,CNPJ,46619639907676,2023-11-29,,411005,2024-01,"[""inscricao_invalida"", ""dados_incompletos""]"
11091939284,CEI,67972320024968,2018-01-09,,354805,2025-07,"[""competencia_ausente""]"
49545089203,CAEPF,80653331537795,2022-12-22,,411005,2025-09,"[""dados_incompletos"", ""ausencia_vinculo""]"
70730337933,CEI,56362050150812,2016-07-08,,214630,2025-08,"[""ausencia_vinculo"", ""data_inconsistente""]"
33423425832,CNPJ,02410261534735,2018-05-09,,142105,2025-09,"[""ausencia_vinculo"", ""data_inconsistente"", ""dados_incompletos""]"
23386559630,CAEPF,93842530428973,2011-10-29,,241205,2025-09,[]
86857872558,CAEPF,77749690333736,2014-11-26,,354805,2025-01,"[""cbo_invalido"", ""inscricao_invalida""]"
12147853907,CAEPF,95677665754602,2019-11-28,2023-10-28,142305,2025-01,"[""inscricao_invalida"", ""data_inconsistente""]"
81431115083,CEI,35444392840445,2019-01-22,,261105,2025-08,"[""competencia_ausente""]"
82633373898,CEI,75153663778052,2022-12-14,,354120,2024-01,"[""cbo_invalido"", ""data_inconsistente"", ""dados_incompletos""]"
66684590902,CNPJ,59999663618637,2012-06-08,,422105,2024-11,[]
18209702316,CEI,33481705802566,2013-07-10,,252505,2025-07,"[""ausencia_vinculo"", ""competencia_ausente"", ""dados_incompletos""]"
23467299493,CAEPF,74302716938597,2020-04-27,,142205,2024-04,"[""cbo_invalido"", ""data_inconsistente""]"
69263296762,CAEPF,91603248413768,2012-09-20,,142305,2024-04,"[""competencia_ausente"", ""data_inconsistente""]"
24380701765,CAEPF,63600412577711,2022-04-20,,214505,2025-03,[]
42209124186,CNPJ,10427523083708,2012-04-22,,354120,2025-03,[]
00633533106,CNPJ,05313122068155,2022-08-10,,142410,2024-07,"[""competencia_ausente"", ""ausencia_vinculo""]"
33155206506,CNPJ,73149501364971,2022-01-10,,354805,2025-08,[]
19562525715,CNPJ,99768389030914,2015-04-21,,241205,2024-09,"[""dados_incompletos""]"
57432630397,CAEPF,52450864035533,2022-02-05,2026-02-05,252210,2024-08,"[""inscricao_invalida"", ""cbo_invalido""]"
27017130232,CNPJ,29833816742336,2013-12-16,,354120,2024-10,"[""dados_incompletos"", ""cbo_invalido"", ""competencia_ausente""]"
15662776896,CNPJ,70661498282467,2016-11-10,,521110,2025-07,"[""cbo_invalido""]"
27323008576,CEI,65674916016923,2019-10-15,,241205,2024-12,"[""data_inconsistente"", ""cbo_invalido""]"
06633705024,CAEPF,72439920116691,2021-08-18,,354805,2025-03,[]
64488694611,CAEPF,95243640270116,2021-10-10,,354120,2025-03,[]
52237281793,CNPJ,30234679121416,2012-10-18,2015-01-18,142205,2025-08,[]
71004090138,CNPJ,69847759655553,2018-02-07,,521110,2025-09,[]
55107620918,CEI,35797863050505,2019-12-19,2023-01-19,521110,2025-09,"[""competencia_ausente"", ""data_inconsistente""]"
16493289802,CEI,14872717833321,2012-05-14,,214505,2024-01,[]
56434712871,CAEPF,53991566863341,2016-07-11,2017-06-11,411005,2025-08,"[""ausencia_vinculo"", ""inscricao_invalida"", ""cbo_invalido""]"
25690409836,CEI,55289931608752,2016-08-28,,422105,2025-04,[]
42095481497,CAEPF,37460523302764,2013-07-28,,142105,2025-02,"[""competencia_ausente"", ""cbo_invalido"", ""data_inconsistente""]"
61844386125,CAEPF,04729277423330,2018-02-15,,142410,2024-04,"[""competencia_ausente""]"
62015720185,CAEPF,62630136749261,2020-05-26,,214630,2025-01,"[""competencia_ausente"", ""cbo_invalido"", ""ausencia_vinculo""]"
11117830999,CEI,41926764921518,2014-02-23,,214505,2024-01,"[""inscricao_invalida"", ""competencia_ausente"", ""ausencia_vinculo""]"
89813129208,CEI,51029321840118,2016-09-11,,142105,2024-06,"[""ausencia_vinculo"", ""dados_incompletos"", ""cbo_invalido""]"
08487297585,CAEPF,88310303243298,2014-11-05,,354120,2024-05,"[""ausencia_vinculo"", ""inscricao_invalida""]"
44626714628,CNPJ,14359892625660,2023-07-16,2025-06-16,142305,2025-06,[]
86151554234,CNPJ,16361128497185,2022-11-01,,142105,2024-10,"[""dados_incompletos""]"
56258896792,CEI,08222694053967,2014-02-08,,411005,2025-04,"[""competencia_ausente"", ""inscricao_invalida""]"
34146511131,CNPJ,90148706827788,2012-10-18,,142410,2024-07,"[""ausencia_vinculo"", ""competencia_ausente"", ""cbo_invalido""]"
38909728321,CEI,28506762515381,2016-07-04,2018-07-04,354120,2024-08,[]
96348079705,CNPJ,97545105265016,2021-01-13,2024-04-13,142105,2024-06,"[""ausencia_vinculo"", ""dados_incompletos""]"
43765456284,CNPJ,77225605313402,2018-11-07,,411005,2024-02,[]
37416787256,CAEPF,62110225803056,2023-05-24,,521110,2025-05,"[""ausencia_vinculo"", ""competencia_ausente""]"
39282341436,CNPJ,71892392312604,2014-04-24,,521110,2024-01,"[""ausencia_vinculo""]"
66843356708,CEI,04145456350200,2011-03-04,,411005,2024-08,"[""inscricao_invalida"", ""ausencia_vinculo""]"
62475541108,CNPJ,55598953439611,2012-12-04,,142410,2024-05,[]
33711895473,CAEPF,20236848557161,2020-10-30,,354805,2025-05,"[""inscricao_invalida""]"
42409036788,CNPJ,27868669432029,2014-11-20,,142205,2025-06,"[""data_inconsistente"", ""inscricao_invalida"", ""cbo_invalido""]"
43448123083,CEI,02424033810595,2017-04-12,2021-07-12,354805,2025-07,"[""competencia_ausente""]"
94500534240,CAEPF,91649837354396,2013-06-29,,214505,2025-03,"[""ausencia_vinculo"", ""competencia_ausente""]"
27223972404,CNPJ,26931216376182,2010-04-07,,521110,2025-01,[]
00231429001,CAEPF,51327972457230,2022-03-11,,214630,2025-07,[]
01841862030,CNPJ,66254361721314,2018-01-06,2020-04-06,142305,2025-01,"[""ausencia_vinculo""]"
92268592624,CAEPF,45147541022526,2020-01-08,,241205,2025-05,"[""inscricao_invalida""]"
64215226557,CEI,76952366878878,2022-01-10,,521110,2024-03,"[""inscricao_invalida"", ""data_inconsistente""]"
31350305872,CNPJ,05524728633302,2012-08-18,,214505,2024-05,"[""data_inconsistente""]"
65019179202,CEI,21310962272847,2019-03-26,,422105,2024-01,"[""ausencia_vinculo""]"
09282066784,CAEPF,84362418623690,2014-11-29,,261105,2025-07,"[""data_inconsistente""]"
77566205634,CNPJ,11595034281139,2010-03-31,,354120,2024-07,"[""ausencia_vinculo"", ""dados_incompletos"", ""cbo_invalido""]"
19909700514,CNPJ,54683565215681,2021-04-06,,252505,2024-01,"[""competencia_ausente"", ""inscricao_invalida""]"
04227113322,CAEPF,89857254596063,2014-09-07,,142410,2024-03,"[""data_inconsistente"", ""competencia_ausente"", ""ausencia_vinculo""]"
02481717524,CNPJ,14955112747472,2012-10-12,,422105,2024-02,"[""competencia_ausente"", ""data_inconsistente""]"
92758955168,CEI,40903802146296,2011-08-21,2014-07-21,214630,2024-04,"[""data_inconsistente"", ""inscricao_invalida""]"
71121663651,CEI,59737147082723,2017-03-07,,142410,2025-01,[]
56730306442,CNPJ,21461476834201,2019-08-12,,241205,2024-10,[]
56778265960,CAEPF,93199255027275,2012-07-19,,214630,2025-02,"[""ausencia_vinculo"", ""competencia_ausente"", ""dados_incompletos""]"
79103368296,CNPJ,53390550448177,2019-04-15,,411005,2025-07,"[""ausencia_vinculo"", ""dados_incompletos""]"
76528928664,CAEPF,64911110961798,2012-03-27,,142105,2025-08,"[""cbo_invalido"", ""competencia_ausente"", ""dados_incompletos""]"
37861371576,CAEPF,60538444463060,2010-05-08,2015-01-08,411005,2025-06,"[""cbo_invalido"", ""data_inconsistente"", ""dados_incompletos""]"
96386396096,CNPJ,62658263128196,2015-11-02,,252505,2024-11,[]
10609209819,CEI,02752334383640,2016-03-02,2017-06-02,214630,2024-01,"[""ausencia_vinculo"", ""data_inconsistente"", ""competencia_ausente""]"
91124421175,CNPJ,61706171366572,2014-01-12,2015-06-12,214630,2025-08,"[""ausencia_vinculo""]"
55799802841,CNPJ,90808823513052,2014-12-06,2019-02-06,252505,2024-10,"[""ausencia_vinculo""]"
58477686342,CNPJ,46199423767694,2017-02-24,,142410,2025-01,"[""cbo_invalido"", ""data_inconsistente"", ""ausencia_vinculo""]"
72084964985,CEI,01256253135525,2012-09-28,2016-11-28,142205,2024-12,[]
95381649383,CNPJ,84919665533077,2011-01-19,,521110,2024-05,[]
29596390409,CNPJ,74260880501716,2016-10-01,2021-04-01,411005,2025-02,[]
57906477159,CNPJ,03002156321358,2010-02-10,,261105,2024-02,"[""ausencia_vinculo""]"
04145964229,CEI,12529671883977,2016-04-17,,214505,2025-05,[]
44158331170,CNPJ,03763715398854,2020-03-08,,261105,2025-05,[]
23567983631,CEI,62491271130724,2010-08-23,,142105,2025-04,"[""inscricao_invalida""]"
15632686850,CEI,45106634362948,2023-08-17,,521110,2024-04,"[""dados_incompletos"", ""ausencia_vinculo"", ""data_inconsistente""]"
10094318143,CAEPF,66613473235494,2010-01-26,2013-03-26,354805,2025-09,"[""data_inconsistente"", ""dados_incompletos""]"
25122572076,CEI,02412095790737,2012-06-15,2013-01-15,142410,2024-10,"[""inscricao_invalida"", ""dados_incompletos"", ""data_inconsistente""]"
11457758474,CEI,70545897148026,2014-12-10,,252505,2024-12,"[""inscricao_invalida""]"
65313614878,CNPJ,45569644309859,2012-10-04,,422105,2025-08,"[""cbo_invalido"", ""ausencia_vinculo""]"
07272849824,CEI,41407034910740,2019-08-27,,261105,2024-01,[]
25488214236,CAEPF,14307536661449,2016-12-20,2019-09-20,214630,2024-11,"[""data_inconsistente""]"
34268344149,CAEPF,78266128758575,2019-08-05,,521110,2025-04,[]
80612943985,CNPJ,98940626078701,2011-03-25,2015-02-25,142305,2024-12,"[""inscricao_invalida"", ""competencia_ausente""]"
50198038287,CNPJ,32440793110291,2021-08-29,2023-03-29,142305,2025-04,[]
87601467238,CEI,97916202232883,2020-09-05,,354120,2024-04,"[""cbo_invalido"", ""data_inconsistente""]"
66176620471,CAEPF,60940970527740,2013-07-20,,261105,2025-05,[]
86812259572,CEI,46176792988425,2023-03-17,,411005,2025-08,"[""ausencia_vinculo"", ""data_inconsistente""]"
02311775331,CNPJ,66109410175902,2017-03-15,2020-01-15,521110,2024-05,"[""inscricao_invalida"", ""dados_incompletos"", ""data_inconsistente""]"
47743326831,CAEPF,01302056981528,2021-02-16,2022-09-16,142410,2025-04,"[""inscricao_invalida"", ""data_inconsistente""]"
21766191284,CNPJ,17309850344651,2013-07-17,,142305,2025-07,"[""inscricao_invalida"", ""data_inconsistente"", ""cbo_invalido""]"
69081974005,CEI,43502385037199,2010-10-17,,142305,2025-03,"[""ausencia_vinculo"", ""inscricao_invalida"", ""competencia_ausente""]"
24010783567,CEI,30003896087066,2012-10-22,,521110,2025-07,[]
71955356033,CNPJ,90368900301027,2014-01-19,2016-03-19,411005,2025-09,"[""cbo_invalido""]"
29671114837,CAEPF,53745843845881,2011-03-19,,521110,2025-09,"[""dados_incompletos""]"
28348315203,CAEPF,77107044964104,2023-09-05,,142205,2025-01,"[""dados_incompletos""]"
36268040850,CAEPF,54930596601864,2021-12-29,,142410,2025-08,"[""dados_incompletos"", ""competencia_ausente""]"
73204413845,CAEPF,60945449014954,2014-01-04,,142205,2025-03,[]
05783609149,CAEPF,51724447232290,2015-03-22,2015-11-22,252505,2025-06,"[""cbo_invalido"", ""ausencia_vinculo"", ""dados_incompletos""]"
04405809351,CNPJ,87181335956164,2013-03-18,2016-11-18,241205,2025-01,"[""data_inconsistente"", ""cbo_invalido""]"
74902504290,CNPJ,93588953690261,2011-09-26,,252210,2025-08,"[""data_inconsistente"", ""inscricao_invalida"", ""competencia_ausente""]"
81809788754,CNPJ,94353537513765,2011-10-15,,142105,2024-03,"[""competencia_ausente"", ""inscricao_invalida"", ""dados_incompletos""]"
76392836929,CEI,45511668297327,2010-05-08,2013-01-08,354120,2025-07,"[""data_inconsistente"", ""ausencia_vinculo""]"
20602128866,CEI,26834155999101,2017-12-17,,354805,2025-02,"[""competencia_ausente"", ""cbo_invalido"", ""data_inconsistente""]"
22981209957,CEI,57289413475098,2021-10-12,,261105,2025-03,"[""cbo_invalido"", ""dados_incompletos""]"
20368499515,CEI,21447732449134,2013-03-01,2016-08-01,261105,2025-06,"[""inscricao_invalida""]"
08830705349,CEI,78274117674124,2012-08-12,,241205,2024-03,"[""data_inconsistente""]"
15285478150,CEI,18538003296334,2020-07-18,2025-05-18,252505,2025-05,"[""data_inconsistente""]"
18306178932,CNPJ,64969357824347,2020-12-29,,521110,2025-09,"[""cbo_invalido"", ""ausencia_vinculo""]"
31467536127,CEI,15627796304483,2019-03-05,2023-10-05,411005,2024-09,"[""competencia_ausente"", ""data_inconsistente""]"
66404735047,CEI,39283199529800,2018-07-04,2022-10-04,411005,2024-12,"[""ausencia_vinculo"", ""data_inconsistente"", ""dados_incompletos""]"
58328634255,CEI,38300081867024,2016-10-05,2020-08-05,241205,2024-09,[]
16624111860,CNPJ,89219639456804,2016-02-24,,142305,2024-09,"[""competencia_ausente"", ""data_inconsistente"", ""cbo_invalido""]"
61368474883,CEI,07658173906375,2020-09-10,,214630,2024-11,"[""ausencia_vinculo"", ""data_inconsistente"", ""dados_incompletos""]"
37931269789,CNPJ,07464520599604,2014-09-10,,241205,2025-05,"[""data_inconsistente"", ""dados_incompletos""]"
57788116162,CNPJ,28123710672872,2022-04-09,,142205,2024-10,[]
44859592248,CAEPF,39589477352287,2010-03-22,,252505,2024-06,"[""cbo_invalido""]"
33187510979,CNPJ,15835034469459,2019-01-17,,142105,2025-07,"[""ausencia_vinculo""]"
92134249128,CAEPF,65999497320331,2023-10-17,2025-02-17,422105,2024-01,"[""dados_incompletos""]"
87675481386,CEI,67548581932426,2022-07-28,,214505,2024-09,"[""competencia_ausente"", ""cbo_invalido"", ""dados_incompletos""]"
05756398365,CNPJ,03758309451548,2010-04-17,,142205,2024-10,"[""ausencia_vinculo"", ""cbo_invalido""]"
40907977278,CNPJ,05092221610705,2012-03-09,,354120,2024-07,"[""ausencia_vinculo"", ""cbo_invalido"", ""inscricao_invalida""]"
29580660138,CNPJ,41270493862044,2022-07-29,,411005,2025-04,"[""ausencia_vinculo"", ""inscricao_invalida"", ""competencia_ausente""]"
11121259020,CNPJ,57134324064242,2022-09-03,,252210,2024-07,"[""dados_incompletos""]"
44741759558,CEI,20962893654358,2022-05-16,,241205,2024-10,[]
34374018272,CEI,95596905150267,2017-07-04,,354805,2024-04,[]
54278207979,CAEPF,66734595764038,2012-06-02,,241205,2024-10,"[""inscricao_invalida"", ""ausencia_vinculo""]"
28249839225,CNPJ,14257627023244,2011-10-21,2016-10-21,252210,2025-03,[]
32850725178,CAEPF,63767316252654,2019-07-11,,142105,2024-03,"[""data_inconsistente"", ""inscricao_invalida"", ""ausencia_vinculo""]"
39235558099,CEI,13273034615626,2013-05-19,2015-11-19,214630,2025-05,[]
62268171516,CNPJ,25298670766046,2015-10-20,,142305,2025-09,"[""inscricao_invalida"", ""cbo_invalido""]"
75851268612,CNPJ,59438976074017,2020-04-28,,354805,2025-09,"[""competencia_ausente"", ""cbo_invalido""]"
40842456075,CEI,09150863218122,2021-01-25,,354120,2024-12,"[""inscricao_invalida"", ""dados_incompletos"", ""competencia_ausente""]"
01550291681,CEI,46602416139449,2021-07-13,,241205,2024-09,"[""cbo_invalido""]"
97364248096,CNPJ,44063062447951,2014-12-19,2019-03-19,411005,2024-08,[]
49796958678,CNPJ,55557277382646,2010-09-22,,142410,2024-03,"[""cbo_invalido"", ""ausencia_vinculo"", ""dados_incompletos""]"
85445770299,CNPJ,95966048736826,2023-08-14,,142305,2024-04,"[""ausencia_vinculo""]"
94226865369,CEI,55158886367747,2013-07-09,,252505,2025-02,"[""cbo_invalido"", ""competencia_ausente"", ""dados_incompletos""]"
16966630932,CAEPF,98199605932971,2018-04-22,2021-12-22,354805,2025-02,"[""dados_incompletos""]"
75327352410,CNPJ,97739732781952,2015-06-29,,142305,2024-01,"[""data_inconsistente"", ""competencia_ausente"", ""inscricao_invalida""]"
61648198077,CAEPF,04605687611249,2012-07-04,,411005,2025-02,"[""dados_incompletos""]"
73415177345,CEI,75749490228403,2018-04-27,,214505,2024-10,"[""dados_incompletos"", ""inscricao_invalida"", ""cbo_invalido""]"
77422294643,CNPJ,39429045886792,2017-09-20,,142410,2025-05,"[""competencia_ausente"", ""data_inconsistente""]"
28727601534,CNPJ,32491357790833,2018-02-26,,521110,2024-04,"[""ausencia_vinculo"", ""cbo_invalido"", ""data_inconsistente""]"
07983342337,CNPJ,09484131284033,2015-06-22,,142410,2025-05,"[""ausencia_vinculo"", ""cbo_invalido"", ""data_inconsistente""]"
37171731893,CAEPF,74909617399704,2019-02-18,,422105,2024-06,"[""inscricao_invalida"", ""cbo_invalido""]"
44835488471,CNPJ,70587722164175,2022-01-30,,252210,2024-04,"[""cbo_invalido""]"
84587149392,CEI,23622925879643,2015-11-24,,261105,2024-11,"[""cbo_invalido"", ""data_inconsistente""]"
57469660606,CEI,27403344505665,2022-07-08,,252210,2024-08,"[""cbo_invalido"", ""ausencia_vinculo""]"
13257970673,CEI,99601054857417,2013-01-05,,142305,2024-11,"[""competencia_ausente"", ""dados_incompletos"", ""inscricao_invalida""]"
94938173598,CAEPF,48840215573257,2015-02-09,,411005,2024-07,"[""cbo_invalido"", ""data_inconsistente"", ""ausencia_vinculo""]"
21666708085,CNPJ,96085874951191,2022-07-10,,142105,2024-06,"[""inscricao_invalida""]"
79316477251,CNPJ,95786069409600,2015-01-20,,252505,2024-09,"[""data_inconsistente"", ""cbo_invalido"", ""competencia_ausente""]"
39592323421,CNPJ,89028515533342,2019-07-08,,252210,2024-08,"[""dados_incompletos""]"
71607360776,CNPJ,36911289812317,2023-07-26,,411005,2025-03,[]
18574817006,CEI,61554164316704,2017-04-02,2022-04-02,252210,2024-06,"[""inscricao_invalida""]"
22700934596,CNPJ,62282251207346,2018-05-16,,354120,2025-09,"[""cbo_invalido""]"
07026086982,CNPJ,10531611776872,2023-07-13,,142205,2024-11,"[""dados_incompletos"", ""cbo_invalido""]"
85917793238,CNPJ,23116491334245,2020-05-13,,142105,2025-06,"[""dados_incompletos"", ""cbo_invalido""]"
65290603202,CAEPF,03265097753967,2014-10-26,,354120,2025-07,"[""cbo_invalido"", ""inscricao_invalida"", ""data_inconsistente""]"
52457871584,CNPJ,56082137118425,2016-11-20,,142105,2024-03,"[""dados_incompletos"", ""competencia_ausente"", ""data_inconsistente""]"
23035892988,CNPJ,85838252129328,2023-09-04,,252210,2024-10,[]
64686775240,CNPJ,48439910622723,2018-10-11,,214630,2025-03,"[""dados_incompletos""]"
51342619237,CNPJ,45018481973741,2022-02-20,,422105,2024-06,[]
54064176927,CEI,38119953766014,2016-03-09,,214630,2025-06,"[""cbo_invalido"", ""data_inconsistente"", ""ausencia_vinculo""]"
01739739641,CAEPF,78996986091919,2012-02-17,2016-08-17,252210,2025-01,"[""inscricao_invalida"", ""competencia_ausente"", ""data_inconsistente""]"
05779806603,CAEPF,20514607455534,2020-01-02,,411005,2025-04,"[""cbo_invalido"", ""dados_incompletos"", ""inscricao_invalida""]"
88565271559,CAEPF,35411659726347,2017-11-12,,422105,2025-01,"[""cbo_invalido""]"
01394884882,CEI,91311964258562,2018-08-22,2023-01-22,261105,2024-10,"[""cbo_invalido""]"
37038240733,CNPJ,37320430977688,2022-09-28,2024-02-28,261105,2025-06,"[""inscricao_invalida"", ""competencia_ausente"", ""cbo_invalido""]"
54655358512,CEI,38921878519358,2015-01-09,,142410,2024-02,"[""competencia_ausente"", ""inscricao_invalida""]"
61208780572,CNPJ,51494097626374,2022-01-28,,354120,2024-12,[]
86289509059,CNPJ,19186233922071,2017-06-11,2020-01-11,142410,2025-01,"[""data_inconsistente"", ""competencia_ausente""]"
25214526471,CNPJ,46335157184090,2022-06-30,2024-11-30,142305,2024-06,[]
80056409951,CNPJ,39728351295927,2013-12-25,,261105,2025-03,[]
08144152982,CNPJ,73929578671815,2015-07-11,,252210,2025-05,[]
60507918158,CAEPF,98868345273466,2019-10-05,,422105,2024-01,"[""inscricao_invalida"", ""competencia_ausente""]"
96474080314,CAEPF,98250800463580,2019-09-24,,142105,2024-07,"[""data_inconsistente"", ""ausencia_vinculo"", ""dados_incompletos""]"
17235137399,CNPJ,06314035263560,2013-07-01,2015-04-01,142410,2024-09,"[""data_inconsistente"", ""inscricao_invalida""]"
43460666437,CEI,90607231112712,2022-01-16,,214505,2024-09,"[""data_inconsistente"", ""competencia_ausente"", ""cbo_invalido""]"
84494116318,CEI,32807711306211,2015-06-04,,411005,2025-03,"[""inscricao_invalida"", ""ausencia_vinculo""]"
83350902542,CEI,73066248132357,2010-07-27,,142305,2024-09,"[""inscricao_invalida"", ""dados_incompletos""]"
28501168809,CAEPF,25502130609069,2012-09-07,,241205,2024-02,"[""ausencia_vinculo""]"
79649673794,CEI,77278532426425,2010-06-21,,354120,2024-05,[]
68362536667,CAEPF,77675556283333,2022-10-01,2027-02-01,214630,2025-09,"[""inscricao_invalida"", ""competencia_ausente""]"
54362718749,CEI,03358268627036,2022-09-23,,354120,2025-07,"[""competencia_ausente"", ""inscricao_invalida"", ""dados_incompletos""]"
26573275998,CAEPF,01110005155323,2016-11-24,,411005,2025-09,"[""competencia_ausente"", ""data_inconsistente"", ""cbo_invalido""]"
24418222618,CAEPF,62887431271026,2020-08-09,,252505,2024-01,"[""competencia_ausente"", ""inscricao_invalida""]"
92707955151,CNPJ,29462135415970,2023-12-13,,521110,2024-06,"[""dados_incompletos"", ""inscricao_invalida""]"
48075203447,CEI,50471580290904,2018-07-16,2021-07-16,521110,2025-02,[]
46558665254,CAEPF,37441715810213,2011-09-02,2012-07-02,252505,2025-08,"[""ausencia_vinculo""]"
00591297519,CNPJ,02312110633016,2017-03-09,,252210,2025-05,"[""competencia_ausente"", ""inscricao_invalida"", ""dados_incompletos""]"
74907280123,CEI,28931132532694,2023-06-29,,214630,2024-10,[]
45380442101,CEI,50961701595919,2015-11-20,,411005,2025-04,"[""cbo_invalido"", ""competencia_ausente""]"
47583392056,CEI,75677722660256,2013-05-08,,142205,2025-03,"[""dados_incompletos"", ""data_inconsistente"", ""inscricao_invalida""]"
31067245307,CEI,24843379766270,2017-12-04,,142305,2024-11,"[""cbo_invalido"", ""dados_incompletos"", ""inscricao_invalida""]"
87367042549,CEI,91928455259710,2020-01-11,,252210,2024-08,"[""dados_incompletos"", ""cbo_invalido"", ""competencia_ausente""]"
48595325939,CAEPF,33797058162951,2021-11-14,,142410,2024-09,[]
63425073305,CEI,97824575983399,2012-09-13,2013-06-13,214505,2024-07,"[""cbo_invalido"", ""dados_incompletos"", ""competencia_ausente""]"
60443240061,CEI,72768297514743,2023-08-09,,252505,2025-08,[]
01058752568,CNPJ,65625904599080,2012-12-16,,354805,2024-03,[]
18231555165,CNPJ,76808662813721,2015-11-07,2016-08-07,214630,2025-07,[]
37003322855,CEI,60847068103903,2015-02-24,,142205,2024-12,"[""cbo_invalido"", ""inscricao_invalida"", ""dados_incompletos""]"
63280944858,CEI,23945354614707,2023-07-14,,214630,2025-06,"[""dados_incompletos""]"
10613394394,CEI,70394380403253,2021-03-16,,521110,2024-12,"[""inscricao_invalida"", ""dados_incompletos""]"
77894319100,CAEPF,00404769210533,2019-06-29,,411005,2024-03,"[""ausencia_vinculo"", ""cbo_invalido"", ""data_inconsistente""]"
14247310720,CNPJ,13798440971231,2018-12-01,,142205,2024-02,"[""competencia_ausente"", ""dados_incompletos""]"
09014473404,CNPJ,37009687304519,2018-03-28,,422105,2025-07,[]
58825562965,CEI,54278656194255,2020-06-19,,142105,2024-06,"[""inscricao_invalida"", ""dados_incompletos""]"
95829236161,CAEPF,80819048235715,2018-05-17,,521110,2025-06,"[""dados_incompletos"", ""inscricao_invalida""]"
56137230817,CNPJ,14364381300041,2014-08-24,2019-03-24,214630,2024-03,[]
71656094565,CNPJ,46997990707550,2015-09-27,,261105,2025-01,"[""competencia_ausente""]"
99570607174,CAEPF,11317653970548,2020-02-14,2022-10-14,142305,2024-01,"[""data_inconsistente"", ""ausencia_vinculo"", ""competencia_ausente""]"
18274968049,CNPJ,87274204956121,2014-06-20,,252210,2024-01,"[""data_inconsistente"", ""dados_incompletos"", ""competencia_ausente""]"
04235973711,CNPJ,22990775608581,2019-05-23,,354120,2025-03,"[""ausencia_vinculo"", ""data_inconsistente""]"
14576832102,CNPJ,92378584712961,2022-07-21,2024-01-21,252505,2024-11,[]
60508018498,CNPJ,42537337773126,2022-05-28,,142105,2024-03,[]
