cpf,numero_beneficio,codigo_especie,codigo_situacao,data_inicio
99391554415,792098860992,32,ATV,2006-11-15
4576527800,572135584340,46,ATV,2005-01-12
14082412778,715115736868,46,ATV,2023-02-17
68266067040,890396717375,31,CES,2017-07-13
54802840888,692664835861,46,ATV,2005-10-15
15676489243,445756143649,32,ATV,2017-03-05
72057590054,421580464100,32,ATV,2011-10-23
89837781130,599288022447,88,REV,2011-11-02
1487390912,962395330336,46,ATV,2007-06-22
39943696060,220826014050,80,SUS,2010-11-08
80390811653,557323680156,31,ATV,2020-05-08
66156435379,523718564129,46,ATV,2022-08-16
35127534932,853695708650,88,ATV,2014-08-06
19627300349,306529657562,81,ATV,2014-12-22
23077104504,276605242478,32,ATV,2009-11-05
15164968258,966309460643,80,ATV,2022-08-31
56521266047,455445586609,31,ATV,2018-04-15
78198942700,720721051633,31,ATV,2022-05-05
71731385820,900543255078,81,CES,2009-12-22
66050773858,888544270304,88,REV,2020-08-09
12685950559,982537859752,32,ATV,2018-05-18
85755567549,636204867289,46,ATV,2016-12-31
2067626825,671443364274,81,ATV,2015-07-04
91720303800,598501211066,32,ATV,2014-11-15
93229471792,414149562898,31,CES,2017-09-18
49536889102,529607813059,88,ATV,2010-04-10
49173017000,677663261705,87,SUS,2007-08-27
86177306179,439833260834,80,SUS,2007-03-29
40025770829,612314135172,42,ATV,2014-08-08
59530426470,602151735456,42,ATV,2014-04-11
58177134469,893136818642,46,ATV,2009-02-16
54707049559,257454636623,31,ATV,2017-05-24
90474499677,634330337894,32,ATV,2007-02-20
25060688569,963209011213,32,ATV,2018-07-14
58739124916,637408225728,88,ATV,2006-07-24
82655309863,112587114584,42,ATV,2011-05-24
89715403034,270597443532,80,ATV,2018-05-24
60969718900,563508068921,31,ATV,2020-09-23
25800236070,238966958408,87,ATV,2020-08-10
39785164039,559736810195,81,SUS,2015-11-27
65916180667,751088629543,81,ATV,2009-08-18
87332288095,542436507403,32,ATV,2009-05-08
66881821816,331959705537,46,ATV,2013-03-24
77251177501,196630260748,46,ATV,2011-07-06
37975946079,757401249296,42,ATV,2009-06-22
7255874827,680609273885,88,ATV,2018-05-27
29909339722,826860986297,46,ATV,2007-04-11
25373620122,374162203016,80,ATV,2012-05-18
15541687160,625571756028,32,ATV,2005-11-25
52205511599,354785334330,42,ATV,2021-06-19
96830809878,118443715748,46,ATV,2007-04-26
55194433352,547395190427,31,ATV,2019-01-20
70004646231,118149117356,88,ATV,2010-02-06
45081735868,869279835376,32,ATV,2015-09-21
96722871517,292953498640,88,ATV,2006-12-07
89962056217,640896093182,88,ATV,2015-11-20
59781227761,280813175302,46,ATV,2022-06-17
74372308361,967741400790,88,ATV,2019-07-23
42568804963,435302408455,42,ATV,2014-05-04
61161837949,498191784305,32,ATV,2022-05-31
2076151109,218833433070,42,ATV,2009-10-22
62852003350,542404691285,32,ATV,2010-09-21
34843825468,872460720022,87,SUS,2007-09-04
10443828725,913259788482,31,ATV,2020-07-19
63868195432,692880832820,81,SUS,2013-02-15
33370218836,101246595746,31,SUS,2013-01-24
11893200370,932100065876,87,ATV,2023-03-14
72409810292,228677809839,87,ATV,2012-10-27
34894414864,460708489858,88,CES,2021-08-31
10734469217,356716143432,81,SUS,2013-06-17
92766667962,670648270906,88,ATV,2012-03-06
69353604982,615808370897,81,ATV,2006-01-12
16738031726,181235344989,87,SUS,2009-10-08
4558793111,266542012049,87,REV,2006-12-20
8601233830,128644980127,81,SUS,2024-10-07
49225818807,322609676322,42,ATV,2010-08-30
27275538628,689140262981,46,ATV,2005-05-01
64665210799,971887374939,42,ATV,2013-11-01
85745187948,741345522083,87,ATV,2015-06-11
7610921297,514486968869,31,ATV,2025-08-29
69664729809,775378837221,46,SUS,2005-03-25
56456177464,100338527038,87,ATV,2025-05-05
32196698679,127458185984,88,ATV,2012-01-23
42658225172,459338989028,81,ATV,2008-08-24
56234593909,761913748545,31,ATV,2019-02-24
13818286639,138039898597,32,ATV,2019-02-08
3883267430,790310970820,87,ATV,2007-04-07
62687233331,142396093286,88,REV,2016-05-12
11509821449,877008523332,88,ATV,2007-07-26
42031404636,918993119842,87,ATV,2012-02-14
79600093920,184457596559,42,REV,2020-11-03
87826831660,704703463677,42,REV,2021-06-03
69898501596,339864076970,88,ATV,2016-10-02
40192172620,520833542286,88,ATV,2017-03-13
59800379770,544182402853,42,ATV,2018-02-19
50070411140,982633247950,42,ATV,2006-10-17
35591425801,795471362379,87,ATV,2009-07-07
4529634000,907393981318,81,ATV,2014-12-05
75872894538,931688673588,31,ATV,2012-05-19
43556310368,243044769838,88,ATV,2006-05-07
55810826008,641980564280,81,ATV,2023-06-05
28871526104,246631720247,88,ATV,2011-05-06
42812473355,523824998159,87,ATV,2018-02-25
29600976376,623988781292,42,ATV,2015-09-17
70311687083,486506579200,31,ATV,2023-11-20
9803266802,599409697470,32,ATV,2012-09-14
93125561507,374508870611,87,REV,2020-01-24
73321884739,609859751968,32,ATV,2009-05-05
34269884703,462358866554,88,ATV,2005-03-21
22436518904,546225569922,81,ATV,2020-04-30
78562922293,203224734247,88,SUS,2005-05-07
81150380675,698015506549,80,ATV,2020-02-14
1686259034,575546829891,88,SUS,2012-10-01
82601011653,524992047258,31,ATV,2010-08-04
38146087639,391115259558,81,ATV,2011-06-07
97779228843,925954353051,87,ATV,2012-05-20
94583799039,596838895631,80,ATV,2008-05-18
90854112707,369203957513,87,ATV,2018-05-16
17475282937,190381349255,80,CES,2005-08-07
94882237660,223970383441,42,SUS,2017-09-16
66748017980,805891033433,87,REV,2016-01-15
21906441863,707751997867,31,SUS,2025-05-16
97893068060,264425388238,32,ATV,2021-04-17
8565910091,558943171615,88,CES,2012-04-02
44918949061,305110030958,42,ATV,2011-01-12
85659839355,225583247040,32,ATV,2009-06-24
29231016423,636630779327,46,ATV,2013-12-10
50781162904,137827573752,88,ATV,2007-05-16
87419143412,888870811231,46,ATV,2017-12-08
99295822072,517157674815,80,ATV,2008-05-02
31356705200,308432575832,31,CES,2015-09-07
22090107308,889044312998,42,ATV,2012-01-27
22814195921,981727281502,88,ATV,2022-10-19
57245903956,723110662470,88,ATV,2023-05-14
53409299149,100122767238,88,SUS,2008-08-31
35372009519,365477270009,46,ATV,2021-07-07
97614877250,320108856823,80,ATV,2016-05-22
68597492538,705098340355,31,ATV,2016-07-03
6369051284,121171686130,80,ATV,2022-10-23
42956776045,752087310190,46,ATV,2024-11-14
23506426150,944259686001,81,ATV,2012-01-03
52459028938,929301844382,88,ATV,2016-07-14
88213094794,732040538473,42,ATV,2016-12-17
13923387865,981901315756,32,SUS,2015-06-05
96558535009,909027067609,81,ATV,2020-12-22
69196407751,328233083127,80,ATV,2022-09-02
29456364844,152047247114,81,REV,2010-04-20
77367321919,514004887052,80,ATV,2016-10-23
42668235502,249995577627,32,ATV,2024-12-11
87967471296,150066389089,32,CES,2022-10-10
63064705814,229383599201,88,ATV,2011-04-24
58014623339,636613182673,42,ATV,2022-12-13
70690969767,772106192420,42,SUS,2007-06-11
45950130782,746170798941,42,ATV,2008-12-10
83271793573,306089269486,31,ATV,2012-08-19
43141025193,684271624020,88,ATV,2017-09-02
65530418570,832689426624,80,ATV,2008-04-24
75273588316,639849474339,81,REV,2011-06-07
9812918302,355703065750,87,CES,2018-08-21
94855484865,711242905812,42,ATV,2012-12-27
99551264509,429192570557,31,CES,2007-05-07
63321713756,990093972662,31,SUS,2019-02-20
89692797252,553385252297,81,SUS,2005-11-21
7002874853,930115010529,46,ATV,2023-03-31
29618079724,172304830857,88,ATV,2023-05-07
2873834587,712271626477,42,ATV,2011-03-01
63717625756,704570265811,80,REV,2018-05-17
43031953754,985264825529,31,ATV,2022-12-31
12317912846,230426740952,80,CES,2007-06-06
62859779094,272224044275,46,CES,2014-09-09
49884210071,975600846267,81,ATV,2024-03-26
11000010937,715605604877,80,ATV,2015-01-23
76519422304,457641691447,87,ATV,2017-09-27
47102675372,452496610533,87,ATV,2006-02-06
40477959415,757030131476,42,ATV,2018-07-11
43297654384,148928493758,87,CES,2018-10-29
76636833904,729163404184,81,ATV,2009-05-06
41531051472,474941624930,46,ATV,2006-03-21
39232262681,356432965020,32,ATV,2012-02-18
14157520440,476442103119,81,ATV,2009-07-02
17903598996,785532944227,81,SUS,2008-08-03
83245978081,240463785379,46,CES,2012-10-31
87953041502,389820269001,87,SUS,2025-06-23
5546012811,813927719518,42,ATV,2005-01-06
87782253373,818256782708,88,ATV,2020-08-30
5937476409,501081913218,80,SUS,2025-05-06
88458813858,756533107982,46,ATV,2018-02-19
68203995020,258887046505,81,ATV,2024-08-18
5462189540,659788387425,87,ATV,2024-08-19
9566690266,428816482293,46,SUS,2019-04-07
72401526420,289442369705,46,ATV,2021-09-22
85178305477,728830460200,88,ATV,2016-06-15
22324541939,721745261387,42,ATV,2006-03-25
52570162060,182522983395,46,ATV,2017-09-21
77189641246,538038767003,87,ATV,2023-12-25
21463288786,327135339714,31,ATV,2011-06-15
57254212014,203509353436,87,REV,2014-06-06
30984949720,121631801321,32,ATV,2017-10-24
20042748321,483150560602,46,ATV,2015-03-19
89037013309,327826082285,81,ATV,2024-08-16
28423111083,743865088232,42,ATV,2024-08-27
66563553150,726546459448,87,ATV,2007-05-17
96730698675,554701319367,32,SUS,2010-03-01
88786797557,431544759279,88,ATV,2021-04-03
20329319825,133172377195,80,ATV,2023-01-28
50969849583,926682281970,31,ATV,2006-09-14
45746325937,549156690748,31,ATV,2005-07-05
16238888679,815292634379,32,ATV,2010-12-11
55255925845,959908728358,81,ATV,2011-05-12
38523809287,772517678592,46,ATV,2022-12-09
44951800705,281135572596,46,ATV,2018-08-22
8371832435,564826624309,87,ATV,2012-10-02
90422096407,957540662553,81,SUS,2019-11-03
76157082810,127638702811,42,SUS,2005-10-15
47766193507,672805091971,31,SUS,2005-01-30
99721689998,494906146111,88,ATV,2022-01-25
94835263707,688562316325,42,REV,2022-07-18
89071451305,920250418080,87,ATV,2020-07-30
92457467632,521079521757,88,ATV,2019-05-16
64699096557,640399926675,87,ATV,2009-07-19
93474440730,675225648533,42,ATV,2011-11-27
42285444524,207858885204,81,ATV,2009-08-25
66043725886,281734159413,46,ATV,2024-10-28
96426732664,911529154678,46,ATV,2014-03-15
1277496919,119459036002,46,ATV,2009-06-12
10540676861,638195448592,81,ATV,2013-09-16
72386268535,904581787412,80,ATV,2023-08-14
76353345739,443182936568,42,ATV,2013-02-02
34974650971,484232934145,31,ATV,2012-04-22
74908517851,381860277982,81,ATV,2009-02-21
51154374734,686992783898,42,ATV,2012-09-20
95161910968,452714950422,81,ATV,2017-04-17
51624176453,839285641445,46,ATV,2018-12-17
76428186616,269550197761,42,ATV,2011-07-10
72063196613,709889625684,80,ATV,2007-09-26
56753034994,150026681312,88,ATV,2007-12-11
92086433794,948604112073,81,ATV,2021-10-12
66886963120,844247290490,46,REV,2018-02-19
69752849032,970293976871,32,CES,2018-03-23
39675262320,815634459399,80,ATV,2020-11-22
49857659705,938286992099,46,ATV,2006-09-05
51972951122,589947072709,46,ATV,2015-12-30
47244624506,371935746937,42,ATV,2019-08-30
12469750687,183212977772,46,ATV,2022-06-08
24041253209,505652685316,32,ATV,2025-02-09
36864664228,653967750051,81,REV,2016-02-13
88588562871,605305388305,42,ATV,2018-08-06
33983252621,480183257208,88,CES,2023-03-22
85855271960,697908694159,88,ATV,2023-07-01
84523668175,372028895473,46,ATV,2006-04-17
78399971553,437286750487,81,SUS,2021-02-27
12291718860,727891249152,88,ATV,2020-03-17
59694091705,995721006892,32,ATV,2005-06-25
11011282402,603278293993,80,CES,2019-01-11
86926375135,460720400039,87,SUS,2024-08-16
77425598973,931050996333,87,ATV,2008-06-07
84574076437,310822461291,42,ATV,2023-07-26
62555452885,260567603145,42,ATV,2015-05-09
26028868906,896692648268,32,ATV,2012-07-11
75856632931,874329204620,32,ATV,2011-07-01
99562272699,331539806972,87,SUS,2012-09-21
38711923504,519681562644,80,SUS,2018-11-29
50799604690,217306131486,87,ATV,2023-09-24
72051785686,646800160271,81,ATV,2019-04-29
40263168409,439069672362,80,ATV,2015-10-23
76728095128,621126636410,42,ATV,2011-05-17
14509036221,174799270109,31,ATV,2011-03-13
16758164250,241950189342,87,ATV,2020-05-20
13242374223,661834863620,80,ATV,2008-05-09
48826096309,133517452847,80,ATV,2022-01-29
73430393183,126396430983,81,ATV,2020-12-22
99716573413,578834841453,80,ATV,2014-12-15
50472461672,483367160458,32,ATV,2019-05-09
17576312084,759344801653,32,CES,2013-05-27
78923400840,671201823009,32,CES,2023-04-28
65362974408,909725042520,31,ATV,2013-08-18
80173821545,316532425571,31,ATV,2021-03-23
81098603974,992322426928,87,ATV,2023-05-05
76843714013,156750244128,80,ATV,2025-06-16
11089425635,470970598352,87,ATV,2006-01-16
60731016513,234622177032,42,ATV,2009-06-26
35664743638,679335757914,81,ATV,2005-09-05
1567073816,667514028733,88,REV,2008-09-24
92391827130,324221602922,46,SUS,2017-03-30
53257766734,254010448978,80,ATV,2014-02-15
6356469609,819504999267,46,ATV,2009-08-27
44675002510,668470700305,32,ATV,2013-05-10
79770039020,728571679283,31,ATV,2012-07-25
89341974801,447694929046,42,ATV,2022-09-14
13222650039,318672799721,42,REV,2009-01-13
5755765880,233228950828,46,ATV,2023-01-24
10338913980,971471537644,31,ATV,2021-09-05
59735139804,362726965507,80,ATV,2013-10-12
56317860289,225405273878,32,ATV,2010-08-30
98764744809,924656174662,81,SUS,2014-09-14
12878926714,278938075617,42,ATV,2020-09-07
92450107169,686043766314,81,SUS,2019-07-19
44639865759,112681067098,80,ATV,2010-08-20
7627744016,189273278684,31,ATV,2006-09-28
83590405244,131538039494,80,ATV,2022-10-26
88558128073,955939858384,42,ATV,2007-10-14
32794715321,207792144886,87,ATV,2006-06-15
819822671,313511558905,31,ATV,2010-02-19
45157651597,165772316986,31,ATV,2016-06-02
95275201184,941426348662,80,SUS,2020-07-28
34284017438,370793071560,88,ATV,2008-08-22
13165500959,174638111339,81,CES,2009-08-14
34198651124,979575031157,31,ATV,2006-03-04
63029011038,129747231020,88,ATV,2024-02-05
41398479217,961886492853,88,ATV,2005-09-23
77111394976,904770645508,80,CES,2016-07-04
1329539788,171278021160,42,SUS,2008-09-10
198986734,218116336399,81,ATV,2020-08-16
23175950426,965146470396,87,ATV,2010-06-23
70938461141,167493137457,46,ATV,2021-05-27
16307546174,750513643470,87,ATV,2024-04-24
7499481913,660149596157,31,ATV,2021-03-02
89983626438,153484162656,81,ATV,2019-04-03
54570239072,879698886134,81,ATV,2020-10-07
75862120319,727308578098,32,ATV,2025-07-06
90722362544,702518035287,88,CES,2009-09-05
14963684527,829359491375,88,ATV,2013-08-08
89140967930,234217751944,87,REV,2013-11-18
44660509028,912076072264,46,ATV,2022-04-18
3017728358,576748821379,80,ATV,2012-05-04
81129758338,703517790469,31,ATV,2005-10-14
64449305884,650460437564,81,ATV,2009-03-18
74218414076,860334942510,81,CES,2024-11-06
55900040046,229624322569,81,REV,2024-04-14
33972216505,124106091627,42,ATV,2017-03-06
48919533490,569662227291,81,CES,2007-11-07
27950911603,864821772218,32,ATV,2007-03-03
52163934985,658221761967,32,ATV,2017-10-10
34856362151,906973507559,81,CES,2005-06-04
7997777229,960527123552,46,SUS,2010-03-16
51666094765,506442394889,32,ATV,2022-01-01
28113923942,548936865042,80,CES,2024-06-17
56439387316,428017988550,32,CES,2021-06-17
36492102746,123593632042,31,ATV,2011-08-09
19938051928,803816036006,46,ATV,2010-05-29
28012232049,477067813101,88,ATV,2022-08-07
45590430860,272248617979,42,ATV,2011-01-16
95000466799,157490803291,42,ATV,2014-05-31
20634698656,331726636622,87,ATV,2015-05-07
39625217207,205197461908,46,ATV,2015-12-10
55792370141,758838080248,80,ATV,2014-10-19
6586614694,492335488868,46,ATV,2019-05-29
37247153660,380739696475,80,ATV,2005-04-14
58216059540,998717367562,46,ATV,2021-05-27
73796046274,539570076421,87,ATV,2018-10-28
5696370233,870133620346,42,ATV,2014-04-28
10562116605,177189330338,31,ATV,2010-08-25
50042937833,752326661541,42,ATV,2018-03-29
60751679607,415986089053,88,ATV,2022-02-24
33198876966,324313045755,31,CES,2007-04-23
12919237136,257263598940,42,CES,2006-03-25
94491889392,804629479331,88,ATV,2008-08-23
51662447370,722436152332,46,ATV,2014-04-23
6636522194,438942146155,80,ATV,2010-02-26
46943213660,489590984635,88,ATV,2017-06-04
99850608650,647738997802,80,SUS,2011-07-11
28454606270,898673182666,32,ATV,2025-05-02
5583683104,605768053970,42,REV,2018-06-22
68210734903,613445451290,81,ATV,2014-12-10
59966716386,696196349794,87,ATV,2011-09-11
11519787529,226719582608,42,SUS,2013-08-08
80503434647,873737309913,42,CES,2015-08-19
27259481420,246883252497,31,ATV,2006-02-21
91574416855,867348855845,32,CES,2006-02-05
71662578148,387327453599,46,ATV,2007-10-23
23095295596,653339246689,80,CES,2005-01-04
96703642567,716109049388,31,CES,2008-06-19
61709867434,411628848368,81,ATV,2017-06-01
40855503815,569420331094,31,SUS,2012-09-13
39504650902,858661384487,42,ATV,2022-10-29
21872424040,607124589493,32,ATV,2006-12-17
9360912077,365557765790,81,SUS,2011-05-27
86970275604,277420183091,81,ATV,2019-09-02
77691240341,703955439509,32,ATV,2015-12-20
47732069773,726314959745,81,ATV,2011-10-26
89007194674,316592589978,42,REV,2009-09-09
43262867926,417981714261,42,SUS,2021-04-28
19202255440,273826548305,32,ATV,2009-09-13
43059937320,693665623877,81,CES,2010-01-22
68579862310,877976616707,87,CES,2005-09-29
29152356515,583057952227,46,ATV,2012-04-07
37910743858,581738957754,46,ATV,2017-11-28
30084033959,223235537507,80,ATV,2023-10-25
24730889690,938802725277,32,ATV,2020-11-05
4481821140,476576841486,81,SUS,2015-10-01
88051335236,451175540479,31,ATV,2017-06-01
