id;cpf;tipo_inscricao;numero_inscricao;data_admissao;data_encerramento;cbo_codigo;competencia;pendencias;created_at;updated_at
483ce082-0524-4f12-b03f-417acbab48a2;94855484865;CEI;1,93855E+11;09/01/2021;02/08/2022;252505;2023-01;"[{""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
211bf7ee-e738-49f8-9b9f-84cc3baa2d39;52535580470;CAEPF;7,19882E+13;16/10/2013;;354805;2025-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
002d700d-820d-46d2-872b-d96180f7aae2;42956776045;CAEPF;7,75297E+12;10/10/2019;;142305;2025-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
680d732b-f7cf-48c8-91be-8f5efbcab4a5;94961231983;CNPJ;8,67426E+13;09/11/2018;;411005;2023-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
120b442f-03dc-4961-a06a-87a6fd32fa9d;5396195908;CEI;8,398E+11;29/08/2024;;142205;2024-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
f7c1ff6b-6966-42ea-a3c1-edad0a4367e8;31220199575;CEI;38227633419;24/06/2025;;214505;2025-04;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
64d9833e-d472-499f-97f0-19cef12b384e;47244624506;CAEPF;2,36098E+13;04/09/2017;;214505;2023-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
f4f7a869-2ad4-40fe-b94a-4d96cf541a45;39437237476;CAEPF;2,08158E+12;12/11/2018;02/09/2020;521110;2025-01;[];2025-10-04T19:43:38;2025-10-04T19:43:38
0dc84e3d-7e84-4440-8756-f89cb537a3e6;19829425096;CEI;85881593156;14/05/2021;30/01/2022;142410;2023-11;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
acdd6678-b5c4-4282-9aac-5d44a4cd0a35;9509859370;CNPJ;7,83253E+13;25/08/2018;;142105;2024-05;"[{""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
a237b340-18e6-44f0-9465-7f13be611125;15164968258;CAEPF;4,98201E+13;11/11/2022;;252505;2024-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
9b7c5f43-dde5-4e50-af22-965f2060a152;17471102721;CAEPF;8,87897E+13;03/10/2017;;354805;2024-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
aa6c5e76-9798-4d80-98dd-a66683fd5484;73796046274;CAEPF;5,87232E+13;07/03/2023;;142305;2024-01;[];2025-10-04T19:43:38;2025-10-04T19:43:38
1c25a808-dbcf-4e4f-a299-7ccb5a3817e4;39928847754;CNPJ;2,69784E+13;17/11/2018;;252505;2025-07;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
b3a15f4e-3ae8-4681-8d13-b2bdee086697;99295822072;CEI;4,49961E+11;10/06/2025;;142410;2024-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
ea42858a-59f6-43b7-8525-0429e03824ac;6369051284;CNPJ;4,30989E+13;27/07/2011;;252210;2023-05;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
70db11d0-098e-48e5-9c80-f634c8518ef0;41002764602;CAEPF;7,51123E+13;08/09/2015;;214505;2023-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
c05d5335-d6d1-453b-b69b-c73d1dd41964;25504995493;CEI;8,81444E+11;06/04/2014;;354805;2023-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
8d170d1e-52ee-4fe8-ab45-7aec585f342b;60898300541;CAEPF;2,42525E+13;07/01/2015;28/09/2019;411005;2025-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
13880c40-acaa-44be-9f5d-23ef6ca1828a;52459028938;CNPJ;3,49436E+13;07/01/2016;;411005;2023-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
72da0436-0341-46b0-bc44-be4de7e2db04;68108548608;CEI;87827334789;11/09/2015;;142410;2023-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
8a84b574-36cb-4388-aa1e-bd5343ba989c;35360031689;CAEPF;6,5148E+13;21/01/2015;;214505;2024-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
32e46237-5a27-4843-9e33-fe0b95cf6164;22324541939;CAEPF;9,18553E+13;26/10/2015;;411005;2025-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
59d323bf-3ed4-4722-a7cf-5b11d5ea4991;7612445735;CNPJ;9,26627E+13;13/01/2010;;214505;2025-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
6bcc0c1e-20dc-4b7c-b404-d67f96014aaf;48816414413;CNPJ;5,16627E+13;28/01/2014;;142105;2024-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
3fceec4c-faff-4827-8648-ebd0fdc0a1ff;29280410440;CNPJ;4,45097E+13;20/03/2017;;142205;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
81d1c9e4-3d72-467d-928a-d962f32516b9;90474499677;CAEPF;3,72721E+13;14/06/2013;;411005;2023-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
52fc978b-ded8-4a02-a945-316682722181;45278397993;CEI;2,06151E+11;04/06/2015;07/02/2024;354120;2025-04;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
fcf23e55-da4e-44e3-ae92-ca45de6e78b0;3216863905;CNPJ;8,09535E+13;04/05/2016;;142305;2024-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
aea0f9c5-2d73-4f9f-a279-ec06cb06137c;94555623754;CEI;70464594491;02/04/2014;;354805;2023-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
62e4bbde-278e-4fe9-8665-9113a038b3e8;56423738467;CAEPF;8,66197E+13;14/02/2018;;354805;2024-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
216874dd-555f-4d03-8c25-2f2a3ab4aa75;61263678980;CNPJ;9,76863E+13;01/12/2019;;214505;2024-09;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}, {""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
a21d089b-bdaf-4515-bc5c-aac203bb4953;56317860289;CEI;5,49518E+11;24/08/2016;;521110;2025-08;[];2025-10-04T19:43:38;2025-10-04T19:43:38
4e111186-5b53-4028-a279-ba46a2db2bf8;76457845550;CNPJ;9,72502E+13;18/12/2014;;354120;2025-04;"[{""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
36208233-b24d-4826-a6df-f19ea5191784;88458813858;CAEPF;4,843E+13;10/02/2015;;214630;2024-11;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
4754d28d-7722-4e32-bad9-098338adbb6e;11000010937;CEI;7,544E+11;02/08/2010;;142305;2025-01;[];2025-10-04T19:43:38;2025-10-04T19:43:38
49e8f39e-de3e-4489-96b6-ea8b988c6a59;4481821140;CAEPF;3,0935E+13;16/03/2016;;521110;2025-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
51694c25-fc4b-4ccc-a2b2-dec026c5244b;12317912846;CNPJ;6,08102E+13;16/05/2011;;354120;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
fe21fdd4-a2b4-475e-980c-b4d350344d00;73727822015;CNPJ;7,78928E+13;16/02/2012;;252505;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
cc22bd20-0f87-4dcb-9dfa-301c1c74292b;49011187652;CAEPF;8,84624E+13;04/12/2010;21/03/2013;142410;2024-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
1cb9248b-7837-417c-8c62-8853e4c76bc2;13957503515;CEI;4,09201E+11;21/10/2017;10/06/2021;411005;2025-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
80c0808e-d08b-4860-802d-dbf9cd2b251e;86846176306;CEI;3,98943E+11;19/10/2014;;354805;2025-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
0423fcc1-4b71-420b-b6e6-ee5da238a19a;83148843592;CNPJ;10120871057;21/02/2012;;142305;2024-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
0c05f9dd-2502-47cd-a7f5-7ea61ddc110e;46961471269;CEI;9,99405E+11;06/05/2022;17/08/2023;354805;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
7f06be4b-c008-4867-8457-53e0041848c6;52205511599;CAEPF;9,02262E+13;05/09/2016;27/11/2017;142105;2023-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
edef4388-5dcb-4f3a-bc27-2d71c711d97e;34894414864;CAEPF;9,44285E+13;01/12/2018;;252210;2023-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
c44f3ee3-3694-4424-90fc-bfdf5787a4a9;43613697122;CNPJ;7,01228E+13;20/06/2022;;521110;2023-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a173bd09-56e2-4ddb-a9d3-9ed86a99cde8;6039184418;CAEPF;2,62589E+13;30/03/2010;;354805;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
33c0c434-b64e-43ce-a78d-8f05bd9bf98f;72869111479;CNPJ;4,05984E+13;16/11/2012;;241205;2023-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
b8bc9e8b-187a-4f4c-95cb-a8b8c89925ff;63036945199;CEI;8,478E+11;12/07/2016;;261105;2024-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
8df1072e-c0db-4fe5-9353-c93e6810bd46;22948074991;CAEPF;5,77448E+13;13/07/2024;;142205;2023-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
054e809c-4f3c-45f3-abcb-f321b7ecb952;73321884739;CNPJ;1,89229E+13;23/07/2010;;354120;2023-09;"[{""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
648c304e-8f81-4989-8f89-55a8fa6d174c;30846489996;CNPJ;2,94127E+13;02/11/2022;;411005;2024-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
5e628384-540f-496a-a44f-4105b870882c;97614877250;CAEPF;5,71532E+13;16/09/2022;;521110;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
cd0ef707-5b18-4acf-a22b-88ee3e6f8d58;31117632423;CNPJ;9,05485E+13;12/01/2022;;214505;2023-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
b954bd67-53ba-4ea5-937f-cb99f2e761d3;72409810292;CAEPF;4,06863E+13;01/11/2010;26/07/2017;411005;2023-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
0782b099-6a86-43c4-b4b2-c8507a113626;11893200370;CAEPF;6,8544E+13;09/10/2016;;422105;2023-08;[];2025-10-04T19:43:38;2025-10-04T19:43:38
768d372f-ec3b-408b-938d-cca6d4cbbee0;45950130782;CAEPF;4,7951E+13;09/05/2011;01/06/2023;354805;2023-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
6fc0af24-272e-419b-a830-9d4d2f38e0f7;85047836185;CAEPF;8,07178E+13;04/05/2012;;252505;2024-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
988a06cd-2c52-4851-8d75-7964691952c5;14480402560;CEI;27319340530;22/09/2020;;252210;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
285290a3-2b78-4fd4-9dff-a5645281215f;77819616172;CEI;3,76874E+11;31/07/2015;;252505;2024-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
7a59eb47-cfab-4d21-9dd1-a92e7c92dba7;41002764602;CEI;6,76258E+11;23/04/2017;;354805;2025-09;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}, {""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
431d00d5-df96-47df-9b05-438972fff8fb;45878776464;CAEPF;2,61832E+13;23/02/2021;;422105;2024-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
6c48842d-b9bc-4507-acef-577ee440cbb0;29618079724;CAEPF;3,39794E+12;10/10/2016;;411005;2024-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
13082f4d-e03b-46f5-8545-437138f4917e;76174681050;CAEPF;3,32919E+13;24/09/2013;26/10/2020;354120;2023-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
058fdbd6-3bed-4f8c-81b1-19e7c49c9433;72051785686;CEI;8,21362E+11;01/02/2016;;252505;2025-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
c142fb1f-7df7-4774-9f27-6157d1995a08;2247866280;CNPJ;5,32347E+13;10/07/2011;07/06/2014;261105;2023-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
c29df09f-eddc-4196-a3a7-d48d9bb17726;78331959442;CNPJ;4,26E+13;11/02/2016;;214630;2023-12;[];2025-10-04T19:43:38;2025-10-04T19:43:38
e16956db-fe32-4003-94fe-b84d92cad980;97685770962;CNPJ;8,8407E+12;21/06/2021;;252210;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
1b4920af-6767-4961-ba1f-20fdea12e2cc;59814685135;CAEPF;9,04342E+11;28/06/2019;;521110;2025-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
747c03b3-1eda-48d7-95be-e2334917dc7a;96830809878;CNPJ;4,615E+13;06/03/2023;;354805;2023-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
4e28f92f-2e48-42ff-8faa-cd92643f50ca;65784917676;CNPJ;8,12754E+13;20/07/2012;20/02/2019;354805;2023-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
7baba019-62d0-4f4e-910c-6bbd9bfdafdf;80733532705;CAEPF;5,73407E+12;02/02/2018;;252210;2023-08;[];2025-10-04T19:43:38;2025-10-04T19:43:38
10bb1707-6789-4633-99eb-594fca782ecd;27275538628;CAEPF;7,79409E+13;07/03/2019;;142410;2025-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
2aa985aa-5b4d-425d-b2c1-cf1c1a1dc5e7;28914964000;CEI;2,77599E+11;21/01/2019;;142205;2025-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
e3a1f290-cda9-4de1-b487-9604d80a1a68;34933741271;CAEPF;8,72444E+13;12/01/2017;;252505;2024-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a29c7acb-dbf7-4e51-8a24-ded69ee2e564;54603269315;CAEPF;7,20984E+13;19/01/2013;;241205;2024-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
31380fc9-3d60-470b-92c2-c4e1526870c5;16080095211;CAEPF;6,93987E+12;02/12/2022;;142305;2025-07;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
41252374-c31d-4602-af12-fc93a55630f3;47732069773;CAEPF;6,42383E+13;13/12/2020;;261105;2023-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
5e03851b-32b5-42fc-9381-cefff572e424;23598854137;CEI;51340502178;20/02/2020;24/05/2024;142410;2024-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
edf09063-4384-4a26-a58c-0b4e1a966eb1;82077279265;CAEPF;3,40362E+12;09/05/2021;;241205;2025-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
41649048-2d68-4e39-afad-0fd635bd3668;14315956163;CEI;3,26136E+11;01/07/2010;15/01/2012;261105;2025-08;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
3241f939-5d96-4bd5-ad4b-1a0851e15147;58606431362;CAEPF;5,66905E+13;30/07/2010;01/02/2015;214630;2024-11;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
6e847663-d890-4906-b883-29601c2dad6e;96558535009;CAEPF;3,71305E+13;02/05/2020;;142205;2024-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
85844fde-3c6a-42b7-884f-2b1c4ea88831;76843714013;CEI;6,39873E+11;24/02/2015;;354120;2025-01;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
0a8050fd-0880-4093-b9f8-8a497481c04e;49857659705;CNPJ;7,35091E+12;07/05/2011;;214505;2025-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
399749e4-8419-4c9c-bd57-f734dbf48d88;75856632931;CEI;4,66769E+11;14/02/2023;;142410;2023-05;"[{""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
20ed2926-bea8-41b2-b5f3-9464c0c41fac;77251177501;CEI;4,97208E+11;15/12/2014;;521110;2023-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
645cba6e-c078-4b3a-9acb-b6216311260a;70244049653;CEI;8,12367E+11;04/01/2011;;354120;2024-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
e969928e-6df3-44c4-bb93-9602cd2a8c07;20221187740;CAEPF;4,92629E+13;19/04/2013;;252505;2025-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
c75c59ab-a593-4b1c-81b7-5ec30993d240;69943091347;CNPJ;8,35185E+13;11/07/2024;;411005;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
c4371884-4e0e-4345-958f-0a1c1cab897e;73674957396;CEI;21103875396;14/06/2012;25/02/2025;142205;2025-04;"[{""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
10e0dcc0-4542-4011-b1d4-34c4f7ce7aa4;59526290593;CNPJ;4,05794E+12;11/04/2018;;354120;2023-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
5dc48128-53bf-4255-b35c-bc17b8cd5875;26028868906;CAEPF;7,79903E+13;08/10/2013;;241205;2023-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
85560305-6c41-4c37-96e2-49c808d918eb;48813612010;CAEPF;7,36752E+12;01/07/2013;;521110;2023-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
2bda6ad2-a010-4e0d-b343-0e3fc5e0c120;36139600286;CEI;1,94851E+11;12/01/2021;;241205;2023-03;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
faa640a2-4d53-4bc2-9d1c-24b1b1bac342;2873834587;CAEPF;1,56522E+13;30/10/2019;;142410;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a107d9aa-32ed-43b9-bb47-ae63682c6f6a;30846489996;CAEPF;5,52699E+13;30/07/2013;;214505;2024-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
350b3b45-e013-451a-b634-bad708d87446;62439700355;CEI;5,75122E+11;12/02/2022;;214630;2024-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a737858e-1988-47be-ae3a-65190b9613b7;61263678980;CAEPF;7,87112E+13;05/12/2020;;142410;2023-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a08968a7-1af5-48ea-aa63-445fcba05c71;24158503302;CAEPF;4,03898E+13;04/10/2024;04/12/2024;142305;2023-08;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a58b162d-3eff-4c34-8a9d-5d7e2a872e45;22939154686;CEI;1217257946;16/03/2024;;252210;2023-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
48edcade-a5ff-45c0-9770-4f4cf1a3269d;26219759923;CAEPF;4,93285E+13;05/08/2015;27/11/2019;214630;2023-11;"[{""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}, {""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
7caa3ce5-3c35-41d8-b9b3-ee4e931eea46;32176114469;CNPJ;7,76504E+13;29/10/2017;01/08/2019;252210;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a9642d0e-008d-4798-8118-ebcfa3fa38d0;90511265140;CAEPF;6,02218E+11;17/04/2014;;241205;2024-01;"[{""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}, {""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
ab514514-c02c-470f-9187-eafc39e96303;58616986510;CAEPF;4,32369E+13;30/09/2023;;521110;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
c7d514ec-4dc7-4c87-b216-fabe10fce2ba;23650541610;CEI;8,27764E+11;24/09/2010;;142410;2024-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
44ad20b6-c7dc-4a68-becf-56c0bcb203eb;24908029849;CAEPF;5,87841E+13;25/07/2011;13/02/2014;252210;2025-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
0a53436f-c5d0-4c99-88e3-39e07b6f3368;24119455661;CEI;3,02509E+11;01/05/2015;;411005;2023-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
363f8cdd-45cb-4ba2-a37f-926c332c744a;39504650902;CNPJ;6,59738E+13;13/04/2012;;422105;2023-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
d3844ce0-19ba-40db-a0b0-81b2354f9283;77403683935;CEI;7,57458E+11;24/01/2020;;214630;2025-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
91725cda-a150-44a9-873a-ae2f41753c3b;70938461141;CEI;6,11768E+11;15/02/2017;;241205;2023-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
8ec0e4e3-ac37-4666-8b4b-bccd656e339b;91935993402;CEI;7,28063E+11;11/10/2013;;411005;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
2fbeaee8-036f-4978-bebb-82faa6dea062;36139600286;CEI;6,86551E+11;01/05/2022;;142410;2024-06;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
53755558-a96b-4332-8ab1-dc7bdc92faaa;13818286639;CEI;3,24436E+11;02/11/2014;;422105;2024-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
f45daab3-9406-463a-bbb7-8d1ee2811757;72321137657;CNPJ;7,24346E+13;31/08/2022;;354120;2024-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
81439b4c-b91e-4e78-86b1-5ae91fa355fe;56456177464;CNPJ;1,57275E+13;13/01/2015;;422105;2023-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
d3468e50-bad9-47ff-a1a7-f4b80b501e9b;9812918302;CEI;1,68757E+11;07/08/2014;18/10/2020;261105;2023-08;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
0e74fe52-9c49-4255-8732-429cdede0d82;20774691450;CEI;9,7754E+11;01/07/2014;28/04/2024;142410;2024-01;[];2025-10-04T19:43:38;2025-10-04T19:43:38
9b525efc-9954-4322-8b51-2f5d7948062c;93842455348;CEI;1,94278E+11;23/11/2023;;241205;2023-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
ae4569cb-964d-4927-8d35-981095c14b3e;60969718900;CAEPF;2,72059E+13;09/02/2025;18/07/2025;354120;2023-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
d28a1e20-ba37-463f-b0b4-f7956dd3b248;87803878610;CAEPF;3,39971E+13;05/01/2025;;354805;2025-01;[];2025-10-04T19:43:38;2025-10-04T19:43:38
f19fdd36-1c51-4209-b3a8-d89dad7f0beb;52086778732;CAEPF;6,28719E+13;09/12/2022;;214630;2025-05;[];2025-10-04T19:43:38;2025-10-04T19:43:38
dce55d9d-d720-4c91-92cb-a82bbd7a7760;83490607945;CAEPF;3,50164E+13;06/10/2014;;142205;2024-09;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
67b17fb6-3ab1-4912-aa85-8139366b1093;73493727100;CAEPF;8,81114E+13;16/08/2019;;354120;2024-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
db062a13-271c-48a4-86dc-e46a9aae0cdc;53257766734;CNPJ;7,56584E+13;25/07/2025;;411005;2024-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
f8a05112-0844-4701-83d2-a5a8cd71b0d5;50781162904;CAEPF;8,48507E+13;06/02/2022;;354120;2025-04;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
